地段位置或門牌,總價(萬元),總面積(坪),型態,屋齡,樓別/樓高,車位數,房間數,廳數,衛浴數,管理組織,電梯,公園,火車站,美術館,音樂廳,國民運動中心,捷運,博物館,醫院,圖書館,賣場,國小,國中,轉運站,工業區,汙水處理廠,垃圾區,發電廠,墓地,機場,殯儀館,高鐵,高速&快速道路,
臺中市太平區太順路３７９號十一樓之３,1328,58.41,住宅大樓(11層含以上有電梯),4,3,1,4,2,2,1,1,0.340113122,1.457485164,5.831210396,3.504713089,3.35753042,2.723859381,2.518970877,0.93683776,2.408135096,0.362651471,0.613617212,0.810141528,7.746363226,7.145560734,6.920779175,6.413088412,12.82837544,5.420260209,14.50985406,3.205739288,11.51751294,0.455617828,
臺中市太平區中山路二段４７７巷３１弄３號二樓,485,22.1,公寓(5樓含以下無電梯),27,1,0,3,2,2,0,0,0.40915935,2.83772097,6.545633646,4.544841014,4.454321528,4.189335673,2.732760142,0.336934855,0.894679386,0.919706542,0.252648103,0.765585985,8.888747825,6.144352831,7.552591965,7.551479072,12.12207754,6.52813219,16.02728673,4.277044862,11.99936474,1.536317214,
臺中市太平區永平南路４７號二樓之９,113,4.4,華廈(10層含以下有電梯),13,1,0,1,0,1,1,1,0.413273307,3.388185308,6.098244316,4.912120548,4.19548359,5.4913276,2.507220893,0.289936938,1.114024735,0.52969533,0.414983559,0.788637995,8.162347697,3.85839049,6.660412485,6.885811887,13.4407228,6.487905617,17.60546077,4.746339167,10.90829657,2.040756145,
臺中市太平區德隆路２５８號六樓之３,600,34.37,住宅大樓(11層含以上有電梯),3,2,1,2,2,1,1,1,0.432512819,5.111114797,7.139208762,5.846508197,4.062280506,7.751947253,3.809027894,2.394167231,1.382414008,0.659601337,0.560244025,0.696993622,5.846508884,1.549490779,6.346108471,7.614879836,14.63280093,5.910100686,19.83494087,6.65615062,10.84413441,2.79943565,
臺中市太平區新平路一段２０９巷２２號二樓,680,31.82,華廈(10層含以下有電梯),28,1,1,4,2,2,1,1,0.77641423,2.640329301,5.378899475,4.153341781,3.539889534,4.827277913,1.746206313,0.500030136,1.626093776,0.37972548,0.593930642,1.117041112,8.284079985,4.170761944,6.205221608,6.204910726,13.8748389,7.218299401,16.94270896,3.99346945,10.34170828,1.446952674,
臺中市太平區新福路８８６號二樓之３,1200,49.67,住宅大樓(11層含以上有電梯),2,1,1,3,2,2,1,1,0.535457552,0.723424643,4.600665033,2.302044234,2.176551717,2.083107349,1.63428564,1.234654835,1.8553131,0.672956418,0.415641502,0.431249984,6.607226301,6.822456839,5.695058899,5.649565827,14.05365092,6.001158058,14.1881855,2.0118764,10.3035595,1.378838054,
臺中市太平區永成北路１５８巷１８號二樓,488,29.09,住宅大樓(11層含以上有電梯),30,1,0,3,2,2,1,1,0.104190787,3.787227204,5.904887175,5.332242754,3.770515988,6.353580597,3.037444916,1.067097493,0.637053596,0.638867876,0.494840167,0.64625384,6.7585481,2.504578864,5.696405465,6.495878075,14.61050613,6.975115531,18.42157865,5.241111695,10.11124301,2.294418108,
臺中市太平區立智街１２號八樓,1058,65.96,住宅大樓(11層含以上有電梯),8,2,1,4,2,2,1,1,0.169544555,1.352767795,5.642270967,3.340669357,3.200817511,2.680839177,2.313912859,0.805624318,2.392882071,0.444980872,0.597326709,0.642572116,7.606583349,6.9975718,6.728040521,6.357544245,13.00281979,5.582117792,14.5428293,3.044516449,11.31988238,0.656431819,
臺中市太平區宜欣十街４３號五樓,600,38.5,華廈(10層含以下有電梯),31,1,0,3,2,2,1,1,0.285818131,2.051217019,5.334322948,3.602153072,3.566853482,3.853775738,1.460587211,0.267859115,1.59671612,0.54249676,0.455514617,1.757524259,7.914545579,5.333915864,6.29754977,6.296642558,13.42775257,7.231830849,15.9515799,3.378857016,10.68792412,0.412419805,
臺中市太平區新吉路５巷４號,480,20.75,公寓(5樓含以下無電梯),38,1,0,3,2,2,0,0,0.184310225,2.142007792,5.937840367,3.857560908,3.759110452,3.523814135,2.225199267,0.372829264,1.510417646,0.624466321,0.351061978,1.347783465,8.196030368,6.293863003,6.972208185,6.970925303,12.68152102,6.267330366,15.43759602,3.584202001,11.47710102,1.060878343,
臺中市太平區新平路一段３５巷５７號四樓,598,26.46,住宅大樓(11層含以上有電梯),30,1,0,3,2,2,1,1,0.702259655,3.062666674,5.582751626,4.540173786,3.649218194,5.307004088,2.138321979,0.14798184,1.141426509,0.477440043,0.132018242,0.6212348,7.930902216,3.689739989,6.108046897,6.345439513,13.98158287,7.009042082,17.4180802,4.3990096,10.34639808,1.943627066,
臺中市太平區宜昌路４６５巷５號四樓,440,27.48,公寓(5樓含以下無電梯),37,1,0,3,2,2,0,0,0.227729993,1.833980605,5.234220843,3.354105441,3.298459213,3.475317897,1.422664611,0.138198341,1.789922888,0.213858042,0.531677099,1.360473178,7.691741753,5.707423965,6.234955918,6.233853523,13.43620458,6.874558587,15.56272744,3.112802413,10.69266344,0.229161873,
臺中市太平區育仁路４１號十一樓,835,52.05,住宅大樓(11層含以上有電梯),29,3,1,4,2,2,1,1,0.282531004,2.146740237,6.345458886,4.114854621,3.984590602,3.265716834,2.777853128,0.912232642,1.820166533,0.354834948,0.410858012,1.431985867,8.401359346,6.910199077,7.410377963,7.11143726,12.2676675,5.673089633,15.11965527,3.823313836,11.96448777,0.802689409,
臺中市太平區立智街９２號三樓之２,938,37.17,住宅大樓(11層含以上有電梯),7,1,1,3,1,1,1,1,0.198352351,1.292254961,5.592248783,3.283741945,3.142747326,2.623170224,2.290177172,0.832898821,2.419710356,0.505481307,0.652462062,0.585049147,7.546929724,7.01207525,6.679780076,6.299384497,13.05718121,5.575562033,14.49697404,2.987090974,11.27448334,0.679500959,
臺中市太平區祥順路一段９９號二樓之３,1366,50.9,住宅大樓(11層含以上有電梯),1,1,1,3,2,2,1,1,0.228415096,2.569714776,5.632917539,4.126318775,3.927403988,4.521377045,1.804363546,0.731796157,1.396721703,0.446344147,0.38283665,1.633228681,8.379269934,4.74052215,6.529135872,6.528544987,13.36641148,7.074566231,16.62600243,3.927489685,10.78739304,1.062671472,
臺中市太平區振福路６３９巷７號四樓,760,43.71,華廈(10層含以下有電梯),29,1,1,3,2,2,1,1,0.285061567,1.031441829,5.23092982,2.932113969,2.797136528,2.415309568,2.002850235,0.881003151,2.200654176,0.322742023,0.604882075,0.248628694,7.214059357,6.902218531,6.319421914,6.072990596,13.41617668,5.750207576,14.40274371,2.637880388,10.91716491,1.004211946,
臺中市太平區中山路四段１３３巷９號,580,32.88,住宅大樓(11層含以上有電梯),25,1,1,3,2,1,1,1,0.276494977,0.702549589,4.137400117,2.247967327,2.217776828,2.801092206,0.679617942,0.777995601,1.868754776,0.855747524,0.927430677,1.277741608,6.56827696,5.937711882,5.170431274,5.169119314,14.48343477,6.953239239,14.89454447,2.029180834,9.698852792,0.96524763,
臺中市太平區樹孝路３２１巷１４號六樓,620,29.55,住宅大樓(11層含以上有電梯),29,2,0,3,2,2,1,1,0.354427785,1.781550554,5.824524225,3.632698616,3.514475853,3.141985314,2.264372392,0.455094015,1.91327547,0.323515761,0.147707578,1.005875682,7.946114397,6.641695298,6.885461465,6.813408445,12.78508508,5.914750285,15.02104048,3.347250802,11.43677503,0.912088681,
臺中市太平區新安街３０之１號十八樓,1300,49.59,住宅大樓(11層含以上有電梯),2,3,1,2,2,2,1,1,0.064171135,0.908989412,5.371928218,2.990373713,2.833092202,2.218083337,2.313964936,1.170191381,2.015827744,0.24070996,0.556220296,0.379969893,7.203932199,7.250461428,6.474916365,5.894931609,13.33694346,5.406768611,14.11769001,2.687935886,11.09201766,0.815763156,
臺中市太平區樹孝路６７巷２弄７號三樓,650,26.59,華廈(10層含以下有電梯),29,1,0,3,2,1,1,1,0.323769593,1.804911561,5.547626945,3.454295185,3.35792898,3.202005887,1.895378911,0.087173404,1.837761798,0.417911587,0.30827896,1.009936363,7.794253018,6.287613284,6.590330825,6.58898979,13.06474719,6.276442849,15.19446665,3.18215412,11.11403254,0.811416235,
臺中市太平區振英街９２號五樓之２,470,25,華廈(10層含以下有電梯),28,1,0,3,2,2,1,1,0.570198558,0.868200782,4.660507256,2.406278079,2.290526813,2.236780505,1.557135985,1.151287895,2.009186521,0.545465574,0.520409101,0.416489906,6.726030213,6.697282951,5.746785703,5.745119086,13.97409249,6.099605919,14.33920548,2.121451068,10.34434303,1.227813952,
臺中市太平區宜昌路２３１號八樓之１,655,36.01,住宅大樓(11層含以上有電梯),28,2,0,3,2,2,1,1,0.205004506,1.803796257,4.93960036,3.359695965,3.352151094,3.861684973,1.068971081,0.563305109,1.988649759,0.849334361,0.384760453,1.429877296,7.620393165,5.078395768,5.877910234,5.877110517,13.88059572,7.53981484,15.97887373,3.163343375,10.23632343,0.517134153,
臺中市太平區旱溪西路二段２５１號十二樓之３,1325,44.78,住宅大樓(11層含以上有電梯),5,3,1,3,2,2,1,1,0.677104063,0.646015457,4.350027797,2.020099785,1.891462797,1.900502175,1.619405357,1.049799905,1.671569872,0.430017205,0.524895657,0.68724074,6.321483733,6.897601193,5.451856189,5.409693135,14.32493528,6.014655468,14.01770886,1.728047009,10.07034126,1.570580623,
臺中市太平區振武路１５７號五樓,848,40.69,華廈(10層含以下有電梯),24,1,1,3,2,2,1,1,0.506974269,0.942007066,4.438840718,2.224308366,2.122662252,2.245227395,1.373292126,1.027948352,2.016265159,0.570828919,0.676216058,0.644534924,6.559482132,6.587806526,5.521434621,5.519794627,14.18687341,6.258729577,14.36200881,1.947835672,10.11538311,1.225382659,
臺中市太平區永和街８號四樓,605,40.85,公寓(5樓含以下無電梯),29,1,1,3,2,2,1,0,0.24000171,4.369912834,6.468150852,5.919082405,3.971831349,6.894442826,3.605426199,1.539156194,0.610511991,1.02565024,0.447790308,0.221084008,6.478405238,2.157651119,6.057631912,7.02615275,14.45724141,6.442043175,18.98119319,5.823547695,10.51593172,2.550816402,
臺中市太平區宜昌路５１０巷１１號四樓,600,34.88,華廈(10層含以下有電梯),30,1,0,4,1,4,0,1,0.307654147,1.928134984,5.323432299,3.448165161,3.39181593,3.548576344,1.501723991,0.14532895,1.695750269,0.191761923,0.572917856,1.416975629,7.786046831,5.688189539,6.321011706,6.319928282,13.35422019,6.883158721,15.62821442,3.206299411,10.77157828,0.303754413,
臺中市太平區宜欣一路１２０之７號五樓,520,38.54,公寓(5樓含以下無電梯),29,1,0,3,2,2,1,0,0.319972222,2.061768281,5.297257783,3.617991984,3.590666756,3.93168508,1.420098209,0.368065044,1.626376186,0.66265852,0.333623682,1.812781921,7.916698187,5.213934904,6.248496333,6.2476462,13.4979518,7.353910292,16.0367338,3.402149579,10.61862592,0.473704782,
臺中市太平區永豐北路８０號七樓,580,40.41,住宅大樓(11層含以上有電梯),26,2,0,3,2,2,1,1,0.452448155,3.259787224,5.572486252,4.691964265,3.58263282,5.5681531,2.319303045,0.225803162,0.924854333,0.351096801,0.353276185,0.384939689,7.575251966,3.345262387,5.88919877,6.284198884,14.22981738,7.061325234,17.66528216,4.570183563,10.18269793,2.260441886,
臺中市太平區育德路１９號四樓,613,29.77,住宅大樓(11層含以上有電梯),26,1,0,3,2,2,1,1,0.378034765,2.046346353,6.250648239,4.013734417,3.882878532,3.206998272,2.703436484,0.851209375,1.877109755,0.253560398,0.341311634,1.329855778,8.299224444,6.907398926,7.31776857,7.017768416,12.36434976,5.66406343,15.051167,3.721877174,11.87626829,0.746224832,
臺中市太平區樹孝路２７４巷２０之４號五樓,546,28.14,華廈(10層含以下有電梯),28,1,0,2,2,1,1,1,0.346758866,1.913635622,5.803790715,3.673297412,3.5670923,3.292932364,2.162465383,0.290981722,1.741912341,0.515319081,0.222267235,1.12145775,8.004034656,6.434360278,6.851346693,6.849978334,12.80586912,6.12169415,15.21222563,3.394921069,11.38043859,1.053558422,
臺中市太平區立德街９６號三樓,210,16.51,住宅大樓(11層含以上有電梯),30,1,0,1,1,1,1,1,0.067358584,1.511013069,5.340714251,3.189607001,3.08497791,2.910054247,1.804633503,0.372484494,2.134461626,0.269731715,0.216240062,0.719093016,7.522196112,6.442083465,6.398650157,6.397205682,13.26769465,6.151564311,14.92441276,2.911986825,10.94931552,0.871875156,
臺中市太平區中山路一段２４５巷１８號十樓之７,111,5.76,華廈(10層含以下有電梯),22,2,0,1,0,1,1,1,0.599410751,3.717866477,7.129029644,5.299439768,5.230683646,5.059849223,3.253022152,0.848260424,0.248839687,0.060319336,0.394062757,0.535221274,9.642653438,5.712789971,8.081970065,8.081148894,11.72867443,5.986810678,16.91667732,5.047900596,12.41138961,2.130295505,
臺中市太平區樹孝路２號七樓之９,1360,48.56,住宅大樓(11層含以上有電梯),5,2,1,3,2,2,1,1,0.355550613,1.987369248,5.489451678,3.489945114,3.410910268,3.388379963,1.745204003,0.198125441,1.700679823,0.157438707,0.372164253,1.207020343,7.836405498,6.013928641,6.512152321,6.510931885,13.14418449,6.549174871,15.4206372,3.230081076,11.00288083,0.588683877,
臺中市北區三民路三段１４４號１０樓之６,280,13.51,住宅大樓(11層含以上有電梯),41,2,0,1,1,1,1,1,0.631954473,1.211093687,2.471406806,0.498024285,0.656595925,2.335036592,0.734685539,0.302403886,0.596848222,0.590099607,0.364581383,0.642500909,4.658772029,6.902460049,3.58842138,3.586407272,16.20949063,7.1083817,13.74856112,0.559162232,8.22428911,2.877804103,
臺中市北區梅亭街８３之３號,590,31.99,公寓(5樓含以下無電梯),39,1,0,3,2,2,0,0,0.42065838,1.464853023,3.320903231,0.783120968,0.558238006,1.33367144,0.990044671,0.795673309,0.547705126,0.185703684,0.303844733,0.884224573,4.852552158,7.663119313,4.448336519,4.097257934,15.66691365,6.065500344,12.99647818,0.51446765,9.075509064,2.925830245,
臺中市北區陝西東一街１８號三樓之２,1350,45.5,華廈(10層含以下有電梯),5,1,1,2,2,2,1,1,0.087775885,3.496331529,2.56605973,2.114645757,2.065275617,0.536101754,1.241709976,0.480242636,1.856975328,0.033583353,0.267916931,0.314365349,2.923576318,6.13988367,4.088867528,2.169217437,16.77796352,5.947923096,11.29849537,2.251444103,8.302541454,3.531460999,
臺中市北區雙十路二段１０１號１４樓之７,1000,43.99,住宅大樓(11層含以上有電梯),22,3,1,3,2,2,1,1,0.077238602,1.015795964,3.146828876,0.704480478,0.594278496,1.753569643,1.004464737,0.323111948,0.758203217,0.249091335,0.64649104,0.395067468,5.028705069,7.175163293,4.270974054,4.268848294,15.62709578,6.451662568,13.47900816,0.416920853,8.909297404,2.581407606,
臺中市北區中清路一段１０８號九樓之１２,688,24.78,住宅大樓(11層含以上有電梯),26,2,0,1,1,1,1,1,0.31976118,2.002814035,2.05570548,0.543081353,0.733595941,2.14377825,0.30700998,0.46350795,0.795856918,0.564909888,0.418909175,0.264349055,3.8637422,7.246430796,3.177223685,3.174727898,16.86914833,7.16703822,13.19246036,0.848529925,7.793007378,3.669821134,
臺中市北區中山路３７１號５樓之８,180,8.36,華廈(10層含以下有電梯),27,1,0,1,0,1,1,1,0.442737406,1.342340333,1.244004026,1.414913079,1.651455155,2.865096332,1.333387493,0.506670601,0.499457706,0.50009073,0.092610247,0.964702641,3.983970419,6.825442254,2.346552789,2.344638138,17.37113924,8.1977301,14.07072602,1.674855551,6.978958025,3.836032134,
臺中市北區錦中街８９之５號,630,27.74,住宅大樓(11層含以上有電梯),37,2,0,3,1,2,1,1,0.215679751,1.120738516,2.925134336,0.492827447,0.430730204,1.886288581,0.800432619,0.283449663,0.638336176,0.445478421,0.606360533,0.452284473,4.835023735,7.175753773,4.050383554,4.048229857,15.84909726,6.607922686,13.46704288,0.241899927,8.68870747,2.739243479,
臺中市北區中清路一段６０８號八樓之１６,320,13,住宅大樓(11層含以上有電梯),23,2,0,1,1,1,1,1,0.23183746,3.10246,2.949347639,1.740906229,1.661282031,0.678566285,1.232141118,0.491186993,1.440056712,0.485641561,0.53790339,0.393493915,3.334982003,6.588134692,4.16046258,2.455702571,16.52905735,6.162104012,11.55832767,1.842600021,8.50757731,3.643921462,
臺中市北區梅亭街８６號７樓之１,600,28.8,華廈(10層含以下有電梯),31,2,0,5,0,5,1,1,0.443223544,1.505054366,3.31537505,0.780519391,0.551450578,1.319433664,0.976509635,0.794707236,0.524166943,0.226524951,0.273764545,0.920111572,4.820422212,7.699772456,4.442298971,4.056225815,15.69260205,6.053064833,12.9583328,0.52194914,9.067314345,2.966626014,
臺中市北區永興街１７６巷１２之３號,60,3.88,公寓(5樓含以下無電梯),43,1,0,3,2,1,0,0,0.538446137,2.033305322,3.193858594,0.904465011,0.712332514,0.995513481,0.889208919,0.708304045,0.48103412,0.212471072,0.446702456,0.942482411,4.282719782,7.616586775,4.296740598,3.450079817,16.16689094,5.995648187,12.42349897,0.84558231,8.865599655,3.600531414,
臺中市北區國泰街９７號４樓,450,33.14,華廈(10層含以下有電梯),32,1,0,3,1,1,1,1,0.244385585,0.828025049,3.858333797,1.358763557,1.176281574,1.288162119,1.622446763,0.786906591,1.079281062,0.496918293,0.595004123,0.912282613,5.539750308,7.425391525,4.983967846,4.599195614,14.99469084,5.841489846,13.32962436,1.052679195,9.622253914,2.36217666,
臺中市北區原子街１４９號三樓之７,755,26.51,住宅大樓(11層含以上有電梯),13,1,1,1,1,1,1,1,0.216996425,1.583614452,1.676477616,0.883031232,1.117465582,2.662459647,0.788974952,0.762021078,0.652354917,0.141531846,0.497028301,0.735764092,3.975288771,7.103218078,2.803293893,2.801084093,17.03228783,7.653477952,13.67173717,1.160635081,7.440928168,3.627687148,
臺中市北區五常街３８０號十樓之３５,520,16.61,住宅大樓(11層含以上有電梯),13,2,1,1,1,1,1,1,0.512248717,2.263281739,2.965104992,0.882152327,0.753556479,1.145690765,0.764318525,0.549463919,0.520622162,0.120144699,0.490024016,0.817335611,3.98993342,7.331662125,4.054256176,3.332153496,16.44495732,6.206938087,12.37116602,0.925926471,8.600564768,3.813889875,
臺中市北區進化路６４２巷１０之１號,550,37.17,公寓(5樓含以下無電梯),38,1,0,3,2,2,0,0,0.233687146,0.841763472,3.860411019,1.350366856,1.16127906,1.234793187,1.607549796,0.733491259,1.027948027,0.495993369,0.53792843,0.873200421,5.507152854,7.48102611,4.986950754,4.543726945,15.01582274,5.804099898,13.27190306,1.04515091,9.624859311,2.417544528,
臺中市北區健行路４４３號８樓之９,198,9.43,住宅大樓(11層含以上有電梯),27,2,0,1,0,1,1,1,0.30050882,1.950133197,2.594431857,0.431485796,0.408259643,1.599099984,0.278536492,0.11249957,0.303674706,0.084388082,0.561302298,0.332337672,4.040583984,7.416582723,3.707844269,3.705250017,16.51684502,6.611746735,12.83352437,0.595327438,8.303946033,3.573086201,
臺中市北區育樂街６２號七樓之３,1000,38.35,住宅大樓(11層含以上有電梯),3,2,1,2,2,1,1,1,0.11091011,1.076568047,3.498482514,1.009068547,0.842994255,1.473233872,1.285239581,0.646669153,0.931306675,0.145016736,0.659187212,0.628364424,5.255770039,7.321970611,4.624110754,4.524887218,15.32536503,6.127841766,13.36896993,0.703179453,9.262387966,2.478485118,
臺中市北區育樂街５６號三樓之１１,890,29.19,公寓(5樓含以下無電梯),3,1,0,2,2,1,1,0,0.061484221,1.042077584,3.53906069,1.059483077,0.897834419,1.484099993,1.338790066,0.664735133,0.989276165,0.199583441,0.68180802,0.628732562,5.313515913,7.291743969,4.663830791,4.573587256,15.27208301,6.121062057,13.40630911,0.754265394,9.302188665,2.423940851,
臺中市北區梅亭街２５２之１號,460,32.11,華廈(10層含以下有電梯),36,1,0,3,2,2,0,1,0.440123267,1.969949225,2.846040434,0.580126396,0.442740999,1.353920493,0.524863977,0.348942227,0.216166318,0.193664355,0.396640754,0.578272362,4.15222462,7.515377293,3.956362139,3.642825509,16.35179709,6.356207412,12.68001327,0.619033056,8.543962572,3.548290672,
臺中市北區五權路２２０號四樓之１,1280,45.81,住宅大樓(11層含以上有電梯),5,1,1,2,2,2,1,1,0.182449811,1.696730079,1.705637677,0.835243126,1.064802886,2.572595578,0.707286212,0.738815108,0.766624275,0.148727984,0.547062453,0.655331121,3.89866711,7.21522014,2.833846725,2.831544204,17.04856786,7.57952341,13.55743565,1.125130406,7.468150764,3.681302986,
臺中市北區忠明路５０２之７號４樓之３,250,16.96,住宅大樓(11層含以上有電梯),27,1,0,1,1,1,1,1,0.462408855,2.793648768,2.615892276,1.258013148,1.245470171,1.275670665,0.741601711,0.118399656,1.070376301,0.173218576,0.347802069,0.977811375,3.310686651,6.658038662,3.638674303,3.027269242,16.93468967,6.616885884,12.14917653,1.434317469,8.087463802,4.230419248,
臺中市北區太原路二段２１６之３號,602,26.11,公寓(5樓含以下無電梯),42,1,0,2,2,2,0,0,0.374878215,2.208932745,3.234129696,1.082714009,0.913275441,0.877048682,1.011760895,0.717288932,0.67459809,0.151519888,0.331600937,1.065520214,4.129756154,7.445054377,4.32021867,3.21883636,16.18314378,5.937248989,12.20525459,1.061158802,8.855808418,3.826950474,
臺中市北區太原二街１２號,518,29.42,公寓(5樓含以下無電梯),36,1,0,3,2,2,1,0,0.244550453,3.489984024,2.389361658,1.955310608,1.939948449,0.86046546,0.924414734,0.619217903,1.753190092,0.301097202,0.246127171,0.611944617,2.783573694,6.068651807,3.765865343,2.449566203,17.04829463,6.084125941,11.57505074,2.128762834,8.010845442,3.587521648,
臺中市北區忠太東路１１９號１７樓之１３,168,8.81,住宅大樓(11層含以上有電梯),27,3,0,1,0,1,1,1,0.261982414,2.988068716,2.708274175,1.458054773,1.43797268,1.102014759,0.772477407,0.166863769,1.253705296,0.234022769,0.532282025,0.803614451,3.179748068,6.509810419,3.700890183,2.837250546,16.92486614,6.581934062,11.96297169,1.626793536,8.099009737,4.061512634,
臺中市北區華中街８１巷９號二樓之２,718,22.9,華廈(10層含以下有電梯),5,1,1,2,2,1,1,1,0.538273889,2.798606999,2.218303981,1.241703099,1.303719737,1.593813232,0.382334254,0.334578767,1.190302387,0.14937465,0.265505397,0.776187647,3.137338928,6.513671212,3.239077862,3.236106223,17.319316,6.867797568,12.41912521,1.48361733,7.705179141,4.158542812,
臺中市北區北平四街５號十四樓之１７,869,27.18,住宅大樓(11層含以上有電梯),3,3,1,1,0,1,1,1,0.132023294,3.170250321,2.926031971,2.29500459,2.202153561,0.118642879,1.655094453,0.264619486,1.973636173,0.476834193,0.118642879,0.181308823,3.245947852,6.368299554,4.531347349,1.896100645,16.35703826,5.898647264,10.99921713,2.378797204,8.741442011,3.130001061,
臺中市北區文昌東二街１３５之２號,648,31.39,公寓(5樓含以下無電梯),37,1,0,3,2,1,0,0,0.076545584,2.581966743,3.495502936,1.722357881,1.575067413,0.710006636,1.58985246,0.784226773,1.335705975,0.106589935,0.353699605,0.726407866,3.872351086,7.09201673,4.598116642,2.554569827,16.0126176,5.668526716,11.5387457,1.730602641,9.013067274,3.486123483,
臺中市北區進化北路３６７號１２樓之８,163,9,住宅大樓(11層含以上有電梯),28,3,0,1,0,1,1,1,0.262226743,1.646097651,2.381100435,0.158868002,0.386751513,1.997308227,0.232778795,0.20419168,0.538801418,0.534561991,0.575146666,0.209997909,4.233641244,7.382258687,3.508870711,3.506516698,16.47440602,6.932309798,13.28266634,0.462381148,8.139103223,3.306779686,
臺中市北區中清路一段８８０巷６弄５號四樓之１,688,25.06,公寓(5樓含以下無電梯),41,1,0,4,0,4,0,0,0.272358417,3.026141867,3.069758199,2.270492005,2.164043643,0.181259853,1.732695897,0.386880524,1.931226887,0.448144284,0.181259853,0.259559147,3.390683284,6.506901732,4.629497804,1.921676582,16.22179589,5.822517518,10.9985236,2.336260109,8.866861833,3.079396491,
臺中市北區進化路５７８號７樓之２,806,38.91,住宅大樓(11層含以上有電梯),27,2,1,4,2,2,1,1,0.179434092,0.900760156,3.781025433,1.285699574,1.107329167,1.332721381,1.55300778,0.831961529,1.129003235,0.421825754,0.603315477,0.84419277,5.48523735,7.390191653,4.906438969,4.592746918,15.06092526,5.909901765,13.34936669,0.979444852,9.54476256,2.371461057,
臺中市北區太原路一段５３２號４樓之２,810,58.76,住宅大樓(11層含以上有電梯),31,1,1,1,0,1,1,1,0.332804797,2.933464438,2.819850961,1.425803253,1.383700658,1.052897594,0.901438535,0.144278792,1.185548042,0.14285362,0.573112608,0.75624238,3.302403901,6.621944575,3.824869824,2.813760354,16.78716057,6.449355428,11.93081366,1.57142305,8.235986115,4.034472351,
臺中市北區北平四街５號十四樓之１０,810,22.88,住宅大樓(11層含以上有電梯),3,3,1,1,0,1,1,1,0.132023294,3.170250321,2.926031971,2.29500459,2.202153561,0.118642879,1.655094453,0.264619486,1.973636173,0.476834193,0.118642879,0.181308823,3.245947852,6.368299554,4.531347349,1.896100645,16.35703826,5.898647264,10.99921713,2.378797204,8.741442011,3.130001061,
臺中市北區進化路３３０號４樓之２,600,33.13,住宅大樓(11層含以上有電梯),29,1,0,2,1,2,1,1,0.370649434,0.533140785,3.466377433,1.206570815,1.135111887,1.967313739,1.474173737,0.492897009,1.286622161,0.468647183,0.28811144,0.371606444,5.552522426,6.782703331,4.571377052,4.569520306,15.19813236,6.521551584,13.91234928,0.950117239,9.195975407,2.033677035,
臺中市北區東光東街８１號十六樓之８,110,10.48,住宅大樓(11層含以上有電梯),27,3,0,1,1,1,1,1,0.455554602,0.576536672,3.893409708,1.646642171,1.554687852,2.012214257,1.355232458,0.59660235,1.666937838,0.058145526,0.552278718,0.814118361,5.987416751,6.696939755,4.989399256,4.987636532,14.75308222,6.370051936,14.08456245,1.375805986,9.602898258,1.661732258,
臺中市北區進化北路２５９號十樓之５,720,26.21,住宅大樓(11層含以上有電梯),14,2,0,2,2,1,1,1,0.48140805,1.948470371,3.185203513,0.831233937,0.625643926,1.063092979,0.851086099,0.661720847,0.405778629,0.264159407,0.336110026,0.903056013,4.363421554,7.704614804,4.294833556,3.562350672,16.09699998,6.022318055,12.52831171,0.746586877,8.877582772,3.489324479,
臺中市北區榮華街１１之４號,365,17.74,公寓(5樓含以下無電梯),43,1,0,3,2,2,0,0,0.460684428,1.552244987,3.129292461,0.603883319,0.36888583,1.418159935,0.78338093,0.600471726,0.334004357,0.172153849,0.113786123,0.821302717,4.648798217,7.689266785,4.255317727,4.003655123,15.88033455,6.201254895,12.95647712,0.382819712,8.87754784,3.075093937,
臺中市北區金龍街３６巷６號,520,17.99,公寓(5樓含以下無電梯),30,1,0,2,2,1,1,0,0.226903584,1.250206827,2.943029571,0.439847079,0.317189102,1.785615057,0.730267138,0.426967859,0.503783093,0.428767609,0.462995867,0.587049624,4.750122269,7.319571209,4.070695411,4.068456405,15.88787993,6.515830922,13.32300549,0.139530926,8.707247384,2.849864813,
臺中市北區漢陽街９３之２號,450,20.26,公寓(5樓含以下無電梯),34,1,0,2,2,1,0,0,0.223537734,3.093501303,2.804524282,1.592121337,1.545290183,0.899016867,0.964660986,0.307430428,1.342257672,0.306675678,0.678679591,0.6006453,3.214471553,6.513386712,3.894256595,2.650759085,16.76620793,6.410525269,11.77116692,1.732343464,8.262944064,3.897145968,
臺中市北區梅亭街４１６之４號,663,40.96,公寓(5樓含以下無電梯),40,1,0,4,2,2,0,0,0.257675456,2.201033576,2.680035793,0.705121642,0.650365538,1.434523623,0.514492587,0.289050186,0.469141177,0.203422819,0.491507333,0.564207473,3.871020129,7.235300372,3.774295831,3.486600121,16.62798689,6.493941687,12.56519065,0.838753138,8.334861114,3.804402892,
臺中市北區青島西街３５號３樓之６,620,33.48,華廈(10層含以下有電梯),31,1,1,2,2,2,1,1,0.311758152,2.963144615,3.108458587,2.115288356,2.00640505,0.32835766,1.64400991,0.511994485,1.773175521,0.320906206,0.32835766,0.245328938,3.447436676,6.601071445,4.558905489,2.079124238,16.2271127,5.83631983,11.14835419,2.178114656,8.839647236,3.20494769,
