地段位置或門牌,總價(萬元),總面積(坪),總價/總面積,型態,屋齡,樓別/樓高,車位數,房間數,廳數,衛浴數,管理組織,電梯,公園,火車站,美術館,音樂廳,國民運動中心,捷運站,博物館,醫院,圖書館,賣場,國小,國中,轉運站,工業區,汙水處理廠,垃圾場,發電廠,墓地,殯儀館,機場,高速/快速道路,高鐵,
桃園市龍潭區烏樹林里18鄰中豐路342之6號,810,46.48,17.42685026,住宅大樓(11層含以上有電梯),3,1,1,3,2,2,1,1,2.139145139,5.344953064,5.484483637,1.485162501,3.86772512,9.924505108,7.127977025,0.482693404,1.257052436,1.527805658,0.214181943,1.946868738,1.927147815,6.105995637,3.151204741,12.89878368,22.3068428,3.513006235,10.97711364,22.39660838,5.413504279,14.96126295,
桃園市中壢區仁美里27鄰金鋒四街50巷8號,690,39.58,17.43304699,住宅大樓(11層含以上有電梯),17,3,1,2,2,1,1,1,1.261898888,2.507238405,6.005443443,2.599697335,3.92534956,3.725004318,4.486956906,0.350738211,1.159664421,0.426203919,0.52829343,1.487270086,2.614965773,3.790112304,5.81527306,5.171999851,14.2831577,4.979289559,4.110304637,14.98208298,4.853446118,8.344706337,
桃園市中壢區德義里9鄰永康三街43號,600,34.4,17.44186047,華廈(10層含以下有電梯),29,1,0,3,2,2,1,1,1.37845321,0.699366994,6.994984812,0.456139182,1.789137967,1.597252362,6.354760599,0.422268481,2.377673311,0.409653401,0.685175327,0.824692333,0.813261301,2.517594105,4.84783794,4.26874108,14.6523881,6.524082304,2.255475426,13.6297996,3.468648007,6.538531411,
桃園市中壢區復興里7鄰長春路261巷2號,675,38.67,17.45539178,華廈(10層含以下有電梯),22,2,1,3,2,2,1,1,0.586954484,3.18627941,5.320314292,2.643566308,3.267964185,2.567383599,5.050509205,1.860113151,1.294197846,0.329591675,0.673444881,0.718239157,3.274665196,0.619954769,2.407904705,1.782585547,12.25951513,4.694987601,1.797688897,11.52912699,1.512733076,5.192597761,
桃園市桃園區大豐里21鄰樹林八街7號,868,49.7,17.46478873,華廈(10層含以下有電梯),22,1,1,3,2,2,1,1,0.198014414,1.018556853,1.912643368,0.295681316,2.021410749,9.671406165,0.838379186,0.463783514,0.429407024,0.089360594,0.396157718,0.574823665,1.262160218,0.639972772,0.886941119,4.531665922,7.24065049,1.582095315,4.604685985,13.87541384,6.142088791,11.05311068,
桃園市中壢區永光里18鄰環北路5號,740,42.36,17.46931067,住宅大樓(11層含以上有電梯),30,1,0,3,2,2,1,1,1.377933158,1.587903208,5.964171936,1.308074197,0.242560151,0.492121848,5.128736342,1.122669304,2.907774452,0.883948601,0.56336732,1.153245297,1.539592794,2.655070814,4.76634749,4.337781383,15.2510664,5.638918829,1.604010055,12.76334937,2.942042842,5.324755879,
桃園市龜山區新路里37鄰中原街31巷17號,550,31.46,17.48251748,公寓(5樓含以下無電梯),41,1,0,4,2,2,0,0,0.810193902,2.196124037,4.262650861,2.359462206,1.570620012,7.312419214,1.538605014,0.297972094,0.337144931,0.071933397,0.204507533,0.531988288,2.534256765,1.736083219,1.592718263,3.17272533,5.299820798,0.956064857,3.762690867,14.00792933,6.851109603,12.45846735,
桃園市楊梅區永寧里37鄰永寧路1巷11號,530,30.29,17.49752394,華廈(10層含以下有電梯),13,2,1,2,2,1,1,1,2.48066636,1.308943678,11.84100023,8.19107316,6.317420862,10.36738837,3.420776495,1.146407119,0.343097336,0.720425565,0.486598045,0.087024656,8.321344364,3.61160626,2.953509056,6.232073873,17.28682583,3.524157628,11.49157325,21.49875881,1.823645771,14.01961473,
桃園市大園區南港里12鄰文興街111之2號,750,42.85,17.50291715,華廈(10層含以下有電梯),9,1,1,2,2,2,1,1,3.02805314,12.13719784,5.454594124,11.71225597,10.69919501,4.249848387,5.493580246,1.375309722,2.054415729,3.762198053,1.197560775,0.703632212,6.400983204,6.079458728,2.599154468,9.941017455,10.53947484,1.8531284,9.91123127,6.320941754,9.465453695,5.779295188,
桃園市龍潭區大平里1鄰民有一街185號,396,22.61,17.51437417,住宅大樓(11層含以上有電梯),1,3,0,0,0,1,1,1,4.779553364,12.18419909,1.013928152,5.384359752,10.58889884,16.24674101,7.904937567,6.018608347,5.751888339,4.871394807,1.645199282,1.96341008,4.960180466,12.89960703,1.167869111,18.80684609,26.31709075,5.501994554,17.17260151,28.53749195,7.998676764,21.37359052,
桃園市龍潭區大平里1鄰民有一街181號,396,22.61,17.51437417,住宅大樓(11層含以上有電梯),1,3,0,0,0,1,1,1,4.774968277,12.17975484,1.004558761,5.3804609,10.58606503,16.24559473,7.910454762,6.01781646,5.748765226,4.866924997,1.649494906,1.963127584,4.956648314,12.89483613,1.173226047,18.80724892,26.32079252,5.508825299,17.17184361,28.53726743,8.001444612,21.37239883,
桃園市桃園區萬壽里3鄰萬壽路三段131巷3之8號,420,23.92,17.55852843,公寓(5樓含以下無電梯),50,1,0,3,2,1,0,0,1.006939002,0.644215543,2.87612734,1.048887226,0.808100889,8.628698945,0.827009111,0.762792554,1.010326206,0.477330373,0.725374123,0.712887946,0.981854784,0.802624384,0.415774489,3.31460872,6.023936195,0.59937104,3.467202487,13.16671624,5.656572205,11.02955935,
桃園市桃園區西埔里9鄰永安路1216巷6號,690,39.28,17.56619145,住宅大樓(11層含以上有電梯),11,2,1,2,1,1,1,1,1.509463411,4.222903616,4.701247374,2.005089747,2.856754742,6.668238836,3.952949455,2.6948485,1.879491969,1.718922336,0.725874643,1.465416103,2.879836518,5.19928768,3.485934548,3.762981325,7.240408226,3.551940633,3.673088936,8.953476179,1.100546864,6.668238836,
桃園市桃園區文明里6鄰中華路111號,520,29.55,17.59729272,華廈(10層含以下有電梯),37,2,0,3,2,1,1,1,0.750514936,0.570699404,2.118212061,1.083617355,1.505595093,9.156344147,1.547026657,0.105294373,0.399422122,0.148755372,0.295228568,0.76750532,0.194543714,1.512355495,1.308227764,3.740311216,6.651082942,1.772242262,3.555178203,12.49813614,4.782054633,9.918276682,
桃園市桃園區成功里8鄰桃三街54號,660,37.49,17.60469459,華廈(10層含以下有電梯),26,2,0,3,2,2,1,1,1.06045542,0.864743644,3.158063379,1.538867449,0.378222025,8.474369429,0.420122343,0.920055399,0.547026208,0.593339506,0.313368937,0.242853177,0.985259746,1.449778805,1.066637319,2.783845372,5.607340173,0.993531668,2.839247815,12.53895244,5.110952559,10.63486041,
桃園市桃園區長德里3鄰慈文路309號,760,43.17,17.60481816,華廈(10層含以下有電梯),26,2,0,3,2,2,1,1,0.403991893,2.315921512,3.775028639,1.317967176,1.697854066,8.462483469,2.143644838,1.066977676,1.405270592,0.04513522,0.499002269,0.312673176,2.046948127,3.246846959,2.909513118,2.759802592,5.676573027,1.733389713,2.091721169,10.62914059,3.174863365,8.907037768,
桃園市中壢區仁和里9鄰仁德五街5號,550,31.21,17.62255687,華廈(10層含以下有電梯),23,1,0,3,2,2,1,1,0.484147691,3.667357415,4.439173237,3.538812089,4.835313669,4.426749807,3.368279341,1.33910412,1.712251565,1.200302269,0.445800229,1.754147634,3.788329958,3.64777345,5.17391728,4.54411234,12.78639157,5.518291509,4.404081335,14.36709849,4.631636619,8.306784204,
桃園市中壢區龍慈里24鄰龍川四街55號,860,48.76,17.63740771,住宅大樓(11層含以上有電梯),13,2,1,3,2,2,1,1,2.05852209,2.774595415,6.836493099,3.061937744,4.294560563,4.262648143,4.839330464,1.275615863,1.089551389,1.171160708,0.831211043,0.973869119,2.85250447,4.715351597,5.77799754,6.187403448,15.25948223,4.198365444,4.856396589,15.95465759,5.329532716,9.144897589,
桃園市平鎮區金星里28鄰迪化街13號,535,30.33,17.63930102,華廈(10層含以下有電梯),7,1,0,2,2,1,1,1,0.914597595,2.159878113,9.656930424,5.116694354,0.579844268,5.870308254,4.020864394,3.189643378,1.910712741,0.314961082,0.713034294,1.014403993,4.481110977,2.99843264,1.477479113,9.409950583,19.58835891,6.262514364,6.995540825,18.27970782,2.616014978,10.751078,
桃園市平鎮區平安里35鄰南京路102巷30號,1068,60.54,17.64122894,住宅大樓(11層含以上有電梯),6,2,1,4,2,2,1,1,0.772187304,2.488818692,9.482357381,5.044997676,0.342675675,5.853615237,4.349460722,3.273503199,1.785912569,0.303369737,0.440902255,0.802020972,4.417436813,3.328572859,1.567777927,9.322193484,19.40598301,5.932767063,6.963351033,18.29673454,2.877315207,10.79541056,
桃園市平鎮區平南里28鄰上海路157號,653,37,17.64864865,住宅大樓(11層含以上有電梯),15,3,0,3,2,2,1,1,0.430284852,2.378031244,9.160268055,5.259373283,0.322178386,6.310578452,4.300325405,3.679205635,1.475015035,0.195929827,0.449774678,0.583268966,4.884401252,3.245368285,1.104895905,9.790534053,19.8501824,6.044001363,7.42476903,18.74294321,3.077707455,11.22795181,
桃園市八德區大和里34鄰銀和街71巷2號,720,40.79,17.65138514,住宅大樓(11層含以上有電梯),23,1,0,3,2,1,1,1,2.327121895,4.002525758,1.833448516,3.420408638,5.193435326,7.831038645,1.687335284,3.232617551,0.409781701,0.275036226,0.272234064,1.118074581,3.962389073,3.921181233,4.181023658,6.337664256,10.46852251,4.882120205,7.44926427,15.15128067,7.074586852,10.59641595,
桃園市桃園區西埔里9鄰永安路1216巷6號,660,37.38,17.6565008,住宅大樓(11層含以上有電梯),11,2,1,2,1,1,1,1,1.509463411,4.222903616,4.701247374,2.005089747,2.856754742,6.668238836,3.952949455,2.6948485,1.879491969,1.718922336,0.725874643,1.465416103,2.879836518,5.19928768,3.485934548,3.762981325,7.240408226,3.551940633,3.673088936,8.953476179,1.100546864,6.668238836,
桃園市楊梅區四維里20鄰四維路171號,410,23.2,17.67241379,住宅大樓(11層含以上有電梯),14,2,0,2,2,1,1,1,1.00163885,0.860369118,10.16691246,6.169948236,2.690021656,7.362158904,2.408177122,2.602128974,0.50549147,0.691156159,0.192817867,0.611042231,5.52658392,1.404752991,1.877016921,8.44919174,18.7501315,5.685995389,8.519733724,19.36283004,1.847934346,11.75743698,
桃園市龍潭區上華里3鄰金龍路365巷9號,478,27.03,17.68405475,華廈(10層含以下有電梯),25,1,0,3,2,2,1,1,1.097058988,8.298718568,2.874120002,1.830779245,7.036035722,13.04696027,7.903812689,2.694491138,2.413654324,1.211035897,0.3420606,0.613373133,1.644768883,8.971782387,3.832555226,15.16427315,24.73318415,3.379234695,14.07364038,25.50717447,6.682284517,18.11194484,
桃園市龜山區大同里19鄰大同路112號,687,38.82,17.69706337,華廈(10層含以下有電梯),36,1,0,3,1,1,1,1,1.417277483,2.79667331,4.770309468,2.885596983,2.183987298,6.942345608,2.150069532,0.480336161,0.330533965,0.299525815,0.278095954,0.587007088,3.144517772,2.229186681,2.151024316,3.48527634,5.29220077,1.565096379,4.187528185,14.50556319,7.445571252,12.52092056,
桃園市平鎮區新富里29鄰新富二街14號,604,34.1,17.71260997,住宅大樓(11層含以上有電梯),25,3,0,3,2,2,1,1,0.395844744,1.665737989,8.646141159,2.214377676,2.487711937,2.973814739,5.139592372,0.814035876,0.298892444,0.646676686,0.945035483,0.428829015,1.583707927,4.503133065,4.39994666,6.51426078,16.96025871,6.570214634,4.079913985,15.4378592,2.786179081,7.997721598,
桃園市中壢區興仁里20鄰興仁路二段67巷79弄10之2號,600,33.86,17.72002363,公寓(5樓含以下無電梯),36,1,0,5,5,5,0,0,1.361333555,4.159065565,3.698722726,3.808322756,4.89065301,4.299697137,4.09638685,0.709172014,0.532653142,1.091354435,0.190830033,0.39310945,4.277941949,2.765476384,3.709447794,3.116988643,11.44735991,6.472554759,3.848994701,12.82280487,3.539341514,7.189619897,
桃園市龍潭區大平里1鄰民有一街189號,401,22.61,17.73551526,住宅大樓(11層含以上有電梯),1,3,0,0,0,1,1,1,4.784006051,12.18850317,1.023203552,5.388128947,10.59160366,16.24776985,7.899396823,6.019295232,5.754886483,4.875732654,1.640892352,1.963622509,4.963586709,12.90423589,1.162711985,18.80634109,26.31332937,5.495168271,17.17324543,28.53760593,7.995842265,21.37466309,
桃園市平鎮區莊敬里10鄰中豐路山頂段21號,1048,59.06,17.74466644,住宅大樓(11層含以上有電梯),7,1,1,3,2,2,1,1,0.774815992,3.364246015,7.97275902,4.115639303,1.172886339,7.227865779,5.308572758,3.185297457,0.274142436,0.120991639,0.789612817,0.719416506,4.485354993,4.233258552,1.26351281,10.51250107,20.21264012,5.352694756,8.30086335,19.69931211,4.276371823,12.2454126,
桃園市楊梅區梅溪里22鄰新農街二段106號,812,45.75,17.74863388,華廈(10層含以下有電梯),9,2,1,3,2,2,1,1,0.845768463,1.678121699,11.06893385,7.133514674,4.065217241,8.11345514,1.744865902,1.271340031,1.765018545,1.477930497,0.423120041,0.690508678,6.127607279,1.345139556,1.735043802,7.191226087,17.74236994,5.830925024,9.257273541,19.69916739,0.596255641,12.12413378,
桃園市龍潭區大平里1鄰民有一街195號,403,22.7,17.75330396,住宅大樓(11層含以上有電梯),1,3,0,0,0,1,1,1,4.790715208,12.19496685,1.037428882,5.393783452,10.5956081,16.24919491,7.890786405,6.020213071,5.759353865,4.88226458,1.63422566,1.963870219,4.96868544,12.9111995,1.155044169,18.80541295,26.30741994,5.484607953,17.1740794,28.53762335,7.991360991,21.37615282,
桃園市平鎮區平安里35鄰南京路102巷18號,780,43.93,17.75552015,住宅大樓(11層含以上有電梯),6,2,1,2,2,1,1,1,0.734063433,2.508025319,9.442222295,5.074223481,0.302618589,5.886940135,4.374328511,3.312267188,1.745896111,0.287562481,0.40172156,0.76187874,4.447103256,3.350570924,1.544807977,9.349537324,19.42244124,5.909478985,6.995470748,18.33177549,2.91467128,10.83206298,
桃園市龜山區樂善里24鄰文德二路116巷11弄19號,780,43.93,17.75552015,華廈(10層含以下有電梯),27,1,1,3,2,2,1,1,7.619198991,9.95162207,8.109142744,9.341041961,8.488381161,1.348862679,2.267585918,1.570797539,2.433118914,1.091624402,0.347053223,1.098908455,1.856251175,0.861526495,1.601877774,6.885282717,2.376625563,0.343119939,7.704023199,15.15381521,1.578223563,9.361225649,
桃園市蘆竹區吉祥里14鄰油管路一段麗水巷9號,880,49.56,17.75625504,住宅大樓(11層含以上有電梯),15,3,1,3,2,2,1,1,0.916518525,7.004558034,0.498322189,3.559537489,0.272502905,3.663227192,0.50157078,3.850705137,0.374586921,0.155820871,0.228485931,0.568887034,2.352131792,7.790469223,3.932539509,4.336944918,4.877074294,4.068047822,3.633691401,7.115320951,4.178619618,9.243156268,
桃園市楊梅區三民里18鄰三民路43巷130號,465,26.17,17.76843714,華廈(10層含以下有電梯),17,1,0,2,2,1,1,1,0.143341234,1.776367439,10.08508942,6.156536403,3.570182261,8.360111666,2.63327254,1.840303408,1.539853692,1.664047553,0.564639758,0.550588439,6.476687169,1.921379038,2.487866359,8.115814004,18.72498879,5.080339006,9.516537057,20.24119051,1.124822854,12.64088378,
桃園市楊梅區楊明里41鄰金山街368巷46號,650,36.58,17.76927283,住宅大樓(11層含以上有電梯),4,1,1,2,2,1,1,1,1.281348461,1.695538298,11.40166779,7.513054087,4.673640244,8.583825999,1.867224923,0.681878281,1.822723849,0.885705384,0.39735053,0.824027373,6.56400404,1.799729154,1.896327026,6.724595471,17.4131262,5.22355349,9.71854634,19.99213376,0.341718217,12.44447097,
桃園市桃園區春日里4鄰至善街93號,560,31.51,17.77213583,華廈(10層含以下有電梯),23,2,2,2,2,2,1,1,0.337501407,3.611092409,3.352469149,1.421497202,0.607925088,7.025527427,2.740196921,0.811751204,1.485222529,0.690130521,0.317957716,0.609213448,1.439779896,4.30877212,3.922189946,1.296999268,3.870690297,0.544451269,0.263980617,10.17328261,3.883715074,9.905514184,
桃園市中壢區中正里1鄰榮和六街9之1號,570,32.06,17.77916407,華廈(10層含以下有電梯),26,1,1,3,2,1,1,1,1.504717675,4.044063144,3.777414311,3.773814761,4.960616251,4.432530688,3.612621277,0.75266992,0.926794429,0.96293586,0.310381139,0.888480866,4.166032411,3.167977129,4.332641333,3.727017791,11.86265822,6.488754202,4.142922593,13.46856037,4.035977275,7.714610405,
桃園市平鎮區金星里31鄰開封街418號,820,46.11,17.78356105,住宅大樓(11層含以上有電梯),10,1,1,3,2,2,1,1,0.957407424,2.157871821,9.700445275,5.072625273,0.611294127,5.823719117,4.009522645,3.141951613,1.920560846,0.358630035,0.741034738,1.051803313,4.433490462,2.991728079,1.522976243,9.366549778,19.5530001,6.271823748,6.949445006,18.23217128,2.580630831,10.70330713,
桃園市龍潭區大平里1鄰民有一街181號,403,22.64,17.80035336,住宅大樓(11層含以上有電梯),1,3,0,0,0,1,1,1,4.774968277,12.17975484,1.004558761,5.3804609,10.58606503,16.24559473,7.910454762,6.01781646,5.748765226,4.866924997,1.649494906,1.963127584,4.956648314,12.89483613,1.173226047,18.80724892,26.32079252,5.508825299,17.17184361,28.53726743,8.001444612,21.37239883,
桃園市龍潭區大平里1鄰民有一街185號,403,22.64,17.80035336,住宅大樓(11層含以上有電梯),1,3,0,0,0,1,1,1,4.779553364,12.18419909,1.013928152,5.384359752,10.58889884,16.24674101,7.904937567,6.018608347,5.751888339,4.871394807,1.645199282,1.96341008,4.960180466,12.89960703,1.167869111,18.80684609,26.31709075,5.501994554,17.17260151,28.53749195,7.998676764,21.37359052,
桃園市桃園區檜樂里6鄰大有路630之4號,1060,59.54,17.80315754,住宅大樓(11層含以上有電梯),28,2,1,4,2,2,1,1,0.634012663,3.007517115,4.108631945,1.913213531,1.29265516,7.124941414,2.008138592,1.11990516,1.679739987,0.091708481,0.364976503,0.294846967,2.235325019,3.60948686,3.223059401,0.907063984,3.848185624,0.294489034,0.679949702,10.97196078,4.41509549,10.40439551,
桃園市八德區興中里15鄰興仁路62號,610,34.26,17.80502043,住宅大樓(11層含以上有電梯),25,3,1,4,2,2,1,1,2.028348359,6.541162404,5.488258389,6.660739526,7.509944595,7.758944909,2.048071902,4.398569991,0.425378544,1.227263838,0.345667359,0.61114651,6.640906582,7.30238199,3.67348287,8.101409172,14.17679565,3.053700313,7.966799057,17.78093102,4.206567803,11.96505001,
桃園市觀音區樹林里16鄰長春街30之1號,430,24.15,17.80538302,華廈(10層含以下有電梯),2,1,0,3,2,2,1,1,1.996946605,13.39026472,10.60393858,15.00944354,13.73547387,9.933617169,10.5488878,4.841757422,2.726521879,2.422599306,1.621647005,2.357826384,12.24059411,0.267149733,1.552670511,4.246823779,7.026632135,3.763571313,13.70047917,12.11763753,12.65505357,10.49108584,
桃園市中壢區莊敬里18鄰富村街108之1號,700,39.31,17.80717375,華廈(10層含以下有電梯),24,2,0,3,2,2,1,1,0.763021089,3.555623285,4.37614566,3.166615577,4.207112063,3.606126125,4.663597544,0.432857718,0.16454585,0.578219236,0.506369413,0.322003584,3.671430167,2.124941155,3.405150526,2.77520316,11.89491351,6.044388804,3.164001351,12.60487491,2.983735902,6.66588405,
桃園市龍潭區中正里14鄰龍華路526巷17弄6號,400,22.46,17.809439,華廈(10層含以下有電梯),6,1,0,2,1,1,1,1,0.683235232,7.999940606,2.996113905,1.416368326,6.658292201,12.64423999,7.600428,2.317960016,1.990037469,0.797064166,0.302777064,0.203452125,1.217927555,8.693179865,3.87963431,15.00764219,24.312347,3.424861167,13.66547447,25.09988423,6.299075022,17.71702512,
桃園市桃園區西埔里9鄰永安路1216巷6號,700,39.28,17.82077393,住宅大樓(11層含以上有電梯),11,2,1,2,1,1,1,1,1.509463411,4.222903616,4.701247374,2.005089747,2.856754742,6.668238836,3.952949455,2.6948485,1.879491969,1.718922336,0.725874643,1.465416103,2.879836518,5.19928768,3.485934548,3.762981325,7.240408226,3.551940633,3.673088936,8.953476179,1.100546864,6.668238836,
桃園市中壢區石頭里3鄰中平路91號,770,43.18,17.83232978,住宅大樓(11層含以上有電梯),27,1,0,3,2,2,1,1,0.580760957,0.207812934,7.156650817,0.535615192,1.319306175,1.473230667,6.408289936,0.112887371,1.811571257,0.513207858,0.23443193,0.702738266,0.150501404,3.045335988,5.369573491,4.829164121,15.390995,6.752727871,2.463840449,13.89298991,3.469350944,6.600080039,
桃園市平鎮區平興里28鄰延平路三段104巷200號,900,50.43,17.84651993,住宅大樓(11層含以上有電梯),7,1,1,3,2,2,1,1,0.681095185,2.71602723,8.691227357,3.137192769,2.722247745,3.406295853,3.837108931,0.479317555,1.715681983,1.100495168,0.280705151,0.83332478,1.602924806,3.3023181,3.731131033,7.239703217,17.96778879,7.850916762,4.559934723,15.50126168,1.501064741,7.917276991,
桃園市平鎮區義民里32鄰平安南街67號,385,21.56,17.85714286,華廈(10層含以下有電梯),30,2,0,1,1,1,1,1,0.371559462,1.961208581,8.281242918,2.400119267,2.162577659,2.795905494,4.592060975,0.323157398,1.178016217,0.960651998,0.409867028,0.452185445,1.370314723,4.03980081,4.485221152,6.575034839,17.26634824,7.449965442,3.952621947,15.09700985,2.241978994,7.561107917,
桃園市楊梅區楊明里37鄰金山街275巷9號,825,46.17,17.86874594,住宅大樓(11層含以上有電梯),6,1,1,3,2,2,1,1,1.410038839,1.547188146,11.47347738,7.601039768,4.839011144,8.734720754,1.960496123,0.515079279,1.652141323,0.716951591,0.231961846,0.655789511,6.708805386,1.956224208,1.997923732,6.620028227,17.35007365,5.052365287,9.867323147,20.10098967,0.405666171,12.56119732,
桃園市觀音區樹林里10鄰泰安街101號,400,22.38,17.87310098,華廈(10層含以下有電梯),6,1,0,2,2,1,0,1,1.655629568,13.35882595,10.26304274,14.69210623,13.42180868,9.600373992,10.20768859,4.556511956,2.398782938,2.08665828,1.465634772,2.017205325,11.96509012,0.533715725,1.701090906,4.538220353,7.295694645,3.465190077,13.37134491,11.84591963,12.37336603,10.1496433,
桃園市大園區橫峰里6鄰民安路3號,480,26.85,17.87709497,華廈(10層含以下有電梯),20,1,1,1,1,1,1,1,4.842230602,12.12454027,4.616541108,10.50284669,8.979997406,1.848733397,4.670956399,1.005544791,1.090031958,5.490084149,0.362410262,3.618566291,3.535276211,8.936175966,3.546186338,8.853445751,7.984134342,1.454633757,9.634163778,3.488906866,8.127383051,5.371423623,
桃園市中壢區仁和里6鄰仁德五街27之1號,530,29.63,17.88727641,華廈(10層含以下有電梯),23,2,0,3,2,2,1,1,0.564056377,3.669127174,4.396687842,3.527776483,4.817999176,4.399385129,3.396176406,1.26281554,1.632933537,1.136029939,0.437807371,1.673363504,3.790484508,3.58642729,5.096107866,4.467043066,12.72219695,5.599452032,4.357614626,14.28780071,4.565203848,8.242488068,
桃園市中壢區忠義里13鄰中園路26號,720,40.24,17.89264414,住宅大樓(11層含以上有電梯),15,1,1,3,2,2,1,1,0.855139455,1.721578016,6.212177363,1.211777187,2.1745418,1.62441137,5.697008861,0.864999815,2.197078435,0.464530762,0.901296095,1.358221666,1.817102251,1.4977155,3.802732062,3.210366237,13.64316778,5.681810733,1.641980741,12.72153902,2.515699272,5.868514348,
桃園市中壢區興國里6鄰愛國路85號,265,14.8,17.90540541,華廈(10層含以下有電梯),29,1,0,1,1,1,1,1,0.813938838,0.894770538,6.536020449,0.705894835,0.648625524,0.833547887,5.749932052,0.490343139,2.336460877,0.195110354,0.338280831,0.959210457,0.84823358,2.748327176,5.007340636,4.514832155,15.28284966,6.165524296,1.939365252,13.30603075,3.159364006,5.943675589,
桃園市龍潭區建林里9鄰民族路284號,580,32.39,17.90676135,華廈(10層含以下有電梯),28,1,0,3,2,2,1,1,2.968429254,10.35690822,0.547077536,3.543615912,8.741940167,14.4519217,7.043647864,4.262582876,3.902892553,3.053550709,0.753252682,0.616335075,3.112803954,11.08595663,1.602797453,17.11437602,25.00513339,5.067676675,15.39864068,26.79327021,6.622489848,19.57499399,
桃園市龍潭區三坑里19鄰永昌路24巷1號,1020,56.94,17.91359326,華廈(10層含以下有電梯),13,2,1,3,2,2,1,1,4.166090317,11.4414762,0.823626524,4.642867696,9.638223413,15.10217003,6.52095451,4.881598188,4.890738346,4.235602376,0.240153224,0.997545342,4.177791195,12.20293019,0.386083241,17.53809463,24.91517538,4.206022412,15.99288275,27.30893902,6.618620856,20.22784359,
桃園市桃園區朝陽里5鄰鎮一街15之1號,650,36.28,17.91620728,公寓(5樓含以下無電梯),36,1,0,3,2,2,0,0,0.795323818,1.072874069,3.196364868,1.808720356,0.717610373,8.647981941,0.755859479,0.445087072,0.341825743,0.538243272,0.397049414,0.635846924,1.011397015,1.858674452,1.490922845,2.662020904,5.577004761,1.478866064,2.549348445,12.06671133,4.626337412,10.1906813,
桃園市大園區五權里22鄰中正東路二段558巷36號,750,41.82,17.93400287,華廈(10層含以下有電梯),29,1,0,3,2,2,1,1,1.487622879,7.849135036,0.998785779,6.927292228,6.847508155,1.998848211,1.22366012,5.433139935,3.401562024,2.700823334,0.122589226,2.577899176,5.994075703,5.176534989,3.491393365,4.06775865,10.58298978,0.990569321,5.273368415,6.161668386,3.87311142,1.998848211,
桃園市大溪區仁文里17鄰華興街13巷1弄5號,350,19.51,17.9395182,公寓(5樓含以下無電梯),44,1,0,3,2,1,0,0,0.684663878,8.510293819,8.295742984,7.545396926,7.773404931,9.967405667,2.092257303,5.503975805,0.609574337,0.131748168,0.765690116,0.958214597,7.376360268,9.929257542,1.369967155,10.92426114,16.80747481,1.013140676,10.40300377,20.68945949,2.209548706,14.58122753,
桃園市中壢區興南里20鄰九和一街68號,411,22.91,17.9397643,住宅大樓(11層含以上有電梯),20,3,1,4,2,2,1,1,1.079102394,0.838784159,6.454404988,0.391604226,0.97464036,0.820339607,5.7278034,0.219787169,2.507815532,0.352721863,0.363666831,1.323211703,0.851569025,2.413973799,4.712489508,4.194977148,14.89812977,6.043343739,1.753308343,13.18294373,3.193473631,5.917732287,
桃園市龜山區大華里37鄰興華一街272巷34號,568,31.66,17.94061908,華廈(10層含以下有電梯),12,1,1,1,1,1,1,1,6.07792362,8.879492459,6.252572053,7.761555809,6.913080193,0.956464233,1.518969871,0.712914729,0.681543301,0.330769837,0.458215943,0.881779956,0.536675025,1.114295506,1.235658362,5.502973698,2.51709418,1.53241401,6.192520474,13.29504554,1.528868926,11.09434061,
桃園市桃園區福林里27鄰樹仁一街152號,400,22.29,17.94526694,華廈(10層含以下有電梯),27,1,0,3,1,3,1,1,0.363990326,1.124361428,1.412962203,0.508854348,2.283110694,9.253353292,1.222640446,0.343295134,0.865259269,0.433712893,0.365631478,0.378960888,1.216866279,1.129326843,1.293507243,4.762421958,7.554320839,2.001866961,4.727867178,13.6823544,5.887637532,10.62933744,
桃園市桃園區福林里27鄰樹仁一街152號,400,22.29,17.94526694,華廈(10層含以下有電梯),27,1,0,3,1,3,1,1,0.363990326,1.124361428,1.412962203,0.508854348,2.283110694,9.253353292,1.222640446,0.343295134,0.865259269,0.433712893,0.365631478,0.378960888,1.216866279,1.129326843,1.293507243,4.762421958,7.554320839,2.001866961,4.727867178,13.6823544,5.887637532,10.62933744,
桃園市中壢區和平里9鄰文成南街99號,370,20.61,17.95245027,公寓(5樓含以下無電梯),40,1,0,2,1,1,0,0,0.307980422,3.799623971,4.930287914,3.281934378,3.975421782,3.277598778,5.337141578,1.650630279,0.613121878,0.393132972,0.205068309,0.868819005,3.896027022,1.246512662,2.179817162,1.538497952,11.58226458,4.788040239,2.476243908,11.39071314,1.822177353,5.460796751,
桃園市中壢區永福里24鄰南園二路57巷12弄43號,225,12.53,17.95690343,公寓(5樓含以下無電梯),30,1,0,1,1,1,0,0,0.142845859,2.039478697,5.524819845,1.459282362,1.935984932,1.250588884,4.979487737,1.014214446,2.574867375,0.608958375,0.630557348,0.747271468,2.103399512,1.05679362,3.376647896,2.840859977,13.58432015,5.018906277,0.923945262,12.10212924,1.93425828,5.15294014,
